order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,Item,Supplier,Order made On,Order received On,Lead Time,Quantity,Cost/unit,Review,Liked
981,01/22/2023,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
982,03/30/2023,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
983,03/17/2023,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Food was below average.,0
984,07/01/2023,Frankie,Fastfood,50,3,150,Cash,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
985,06/14/2022,Frankie,Fastfood,50,1,50,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"All in all, Ha Long Bay was a bit of a flop.",0
986,04/30/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
987,04/01/2023,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
988,03/01/2023,Frankie,Fastfood,50,13,650,Cash,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"It lacked flavor, seemed undercooked, and dry.",0
989,11/10/2022,Cold coffee,Beverages,40,13,520,Cash,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,It really is impressive that the place hasn't closed down.,0
990,11/24/2022,Vadapav,Fastfood,20,10,200,Online,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I would avoid this place if you are staying in the Mirage.,0
991,01/18/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
992,10/21/2022,Sandwich,Fastfood,60,5,300,Cash,Mr.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Spend your money and time some place else.,0
993,07/17/2022,Frankie,Fastfood,50,3,150,Online,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,A lady at the table next to us found a live green caterpillar In her salad.,0
994,01/11/2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,the presentation of the food was awful.,0
995,06/18/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I can't tell you how disappointed I was.,0
996,03/19/2023,Frankie,Fastfood,50,10,500,Cash,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I think food should have flavor and texture and both were lacking.,0
997,09/20/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Appetite instantly gone.,0
998,01/26/2023,Sandwich,Fastfood,60,13,780,Cash,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Overall I was not impressed and would not go back.,0
999,08/27/2022,Panipuri,Fastfood,20,5,100,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
1000,05/29/2022,Aalopuri,Fastfood,20,3,60,Online,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
